# p1-conformance lane annotations: path, line (new side of `git diff 0926fe32...HEAD`), entry id, ruling, note.
# Written by Claude (Fable 5.1) as the lane's implementer for Finch's review; not authored or endorsed by Finch.
src/conformance/backend.rs	822	conformance-28	T6	The entry: `check`'s admittance ceiling had no floor, and at 64 KiB the budgeted run was the floor run. The `# Panics` list now names the floor clause, and `check` prints both peaks and both widest capacities so a failure's log carries the diagnosis.
src/conformance/backend.rs	835	conformance-28	T6	`run` returns the session's `SessionStats` beside the peak (read from a `Recorder` shared with the client side; both sides exchange the same size pair, so both resolve the same window). This is how the floor learns the widest capacity the real session was granted, rather than re-solving from corpus sizes with version bytes guessed.
src/conformance/backend.rs	857	conformance-28	T6	The liveness floor, first of the two. Premise: a budget that binds widens some stage past the one-scope floor, and a wider stage holds at least one more node value in flight at the session's peak instant than the floor does, so the census must read strictly higher; the minimum is one node value, so the assertion is a strict inequality with no margin. Negative control: at 64 KiB this fails with both peaks at 14496 B (recorded verbatim in 4b8f3c00); at 275248 B the budgeted peak is 14576 B. This premise holds here because the conformance session has no commit join: the peak is the walk's in-flight plus the assembled output. It does not hold in `tests/window_census.rs` (see that file's rows).
src/conformance/backend.rs	862	conformance-28	T6	The second half of the floor, the resolution's alternative form: the session itself reports a widest capacity above one. It sits after the peak floor so a 64 KiB failure names the peaks, and it separates the two diagnoses (the solve did not widen versus the census did not see a widening). Its message is phrased for the case the peak floor passed and this did not.
src/conformance/backend.rs	868	conformance-28	T6	Plain subtraction replaces `saturating_sub`: the floor above guarantees the difference is positive, so a saturating read of zero can no longer hide a regression.
src/conformance/backend/tests.rs	158	conformance-28	T6	`LOCAL_BUDGET`, derived from the term it must clear rather than a literal: the flat decode-fan pre-charge under in-memory pricing plus 64 KiB, the resolution's suggested form. Measured once: at the suite's corpus (1536 a side) it lands a widest capacity of 4 and the census peak moves from 14496 B to 14576 B. Landed after the floor was committed failing at 64 KiB (4b8f3c00), then resized (a29692e9), so the history shows the order the brief requires.
src/conformance/backend/tests.rs	164	conformance-28	T6	The testdoc restated from the measured behaviour: the budgeted run widens the window past the floor and its peak exceeds the floor run's, which is what the body now asserts. The old text claimed a budget that binds, which was false.
src/conformance/backend/tests.rs	181	conformance-28	T6	Negative control, committed: `check(Local, SUPPLY_DECODE_ENVELOPE_BYTES)` is a budget spent entirely on the pre-charge, so every capacity floors at one and the peak floor fails by name. I chose the pre-charge itself over the brief's 64 KiB because it is the exact boundary of the premise (monotone: any smaller budget floors too), so the control needs no magic number; the 64 KiB failure is recorded in the commit message instead.
src/conformance/backend/tests.rs	355	conformance-28	T6	`MATERIALIZING_BUDGET` re-checked against its own flat term through the same floor: at 4 MiB the budgeted run peaks 1033 B above the floor run (193707 B to 194740 B) with a widest capacity of 45, so the floor holds; the doc now states that rather than asserting the budget binds.
tests/window_census.rs	19	tests-resource-link-window-19	T18	The module doc no longer rests correctness on nextest's process model: every test body holds the census lock, so the suite is correct under any runner's threading.
tests/window_census.rs	40	tests-resource-link-window-19	T18	`CENSUS_LOCK`, the same shape as decode_alloc's meter lock: the node census is process-global and every test here constructs nodes. The guard clears a poisoned lock because a `should_panic` test poisons it by design and the poison guards nothing.
tests/window_census.rs	60	tests-resource-link-window-20	T26	`TIGHT_BUDGET` measured, not handed: 2 MiB, a calibration observed once to widen the window at 21024 messages a side (capacities sum 569 over 33 stages, the session reporting a widest capacity of 91), where 64 KiB and the 209712 B pre-charge both floor every capacity at one. The constant's doc states the one property the code holds, widening past the floor at the derived capacities and in the session's report, and says the number is a calibration, not a bound.
tests/window_census.rs	102	tests-resource-link-window-20	T26	`reconcile` returns both sides' `Gossiped`, so the admittance test can read the window the real session was granted.
tests/window_census.rs	111	tests-resource-link-window-19	T18	The differencing arithmetic hoisted into one site. I return a small named struct rather than the resolution's `(overhead, after)` tuple because -20 also needs the session's report from the same call; three anonymous fields would be unreadable at the call sites. Not a deviation in substance: one site, both quantities.
tests/window_census.rs	137	tests-resource-link-window-20	T26	`checked_sub(...).expect(...)` replaces `saturating_sub`: a peak below the two resting generations is a broken measurement and now fails instead of reading zero. This is the one remaining site; the floor test's copy was folded into `overhead`.
tests/window_census.rs	142	tests-resource-link-window-20	T26	The census log line now carries the widest capacity the session reported, so the log shows the two arms ran different windows (1 versus 91) even where their peaks agree.
