# Lane p1-harness-crate: the in-crate streaming harnesses. Rulings T26, T127, T22, T24, T19.
# Line numbers are new-side lines of `git diff 70acb940...HEAD`; a deletion is annotated at the line that follows it.
src/tree/mirror/streaming/tests.rs	10	streaming-tests-3	T127	Imports follow the builder: Quiescence and node_census from testing, the channel instruments, Start for floor_start's return type, the window types for the wide arm. The rewrite of this file's helper ladder is wholesale, so every hunk below is one region of it.
src/tree/mirror/streaming/tests.rs	80	streaming-tests-3	T127	The entry claimed the two-Local session was spelled nine times behind a six-function ladder. LocalSession is the one construction: schedules, a per-kind capacity, a window, and the three instruments are independent settings, and run nests the with_* closures only for the settings asked for. Verdict keeps completion, violation, and quiescence apart; the same type resolves streaming-tests-11.
src/tree/mirror/streaming/tests.rs	200	streaming-tests-3	T127	Outcome owns the two expects (sides, converged) and names a stall and a poll-budget overrun separately; the instrument accessors panic when the session was not asked to record them, so a test cannot read an instrument it never attached. Fields stay plain so transcribed_mirror_sides can take the trace and transcript out by value.
src/tree/mirror/streaming/tests.rs	250	streaming-tests-3	T127	floor_start is the one Local start outside the builder, for the fault- and failure-wrapped endpoints. streaming_mirror_sides, streaming_mirror, and fully_scheduled_streaming_mirror keep their signatures and validate the trace as before; streaming_mirror_sides_with_schedule and scheduled_streaming_mirror are gone. transcribed_mirror_sides's doc lost its false second paragraph (it was never generic over the payload type); streaming-tests-5's other site at converges_on_leaf_parent_dispute is untouched and reported as a finding.
src/tree/mirror/streaming/tests.rs	300	streaming-tests-3	T127	fully_scheduled_streaming_mirror stays as the scheduled convergence wrapper (three callers); the builder makes it three lines.
src/tree/mirror/streaming/tests.rs	340	Decision 56	T19	wide_window solves the budget at a million-message corpus and asserts widest() > 1: the width is asserted, not assumed, at construction, and the session's granted width is checked again from its stats. DEFAULT_SYNC_MEMORY_BUDGET rather than usize::MAX so the arm runs a real budget. Premise for the corpus size: the generators never exceed 16 leaves, so any corpus far above them widens the top stages.
src/tree/mirror/streaming/tests.rs	360	Decision 56	T19	cancel_after polls a fixed number of times under a noop waker and drops the future: the cancellation point is the drawn poll count. Kept private to the streaming suites rather than added to crate::testing, which is public surface.
src/tree/mirror/streaming/tests.rs	433	streaming-tests-3	T127	uncontained_supply_is_rejected_by_streaming's inline construction goes through the builder; the verdict's outer expect still names a stall as the failure.
src/tree/mirror/streaming/tests.rs	460	Decision 56	T19	The wide arm: a drawn bool picks floor or wide, and when the greetings differ (the only case a window is derived) both sides' window_granted must equal the chosen width. Negative control: handing the wide arm WindowConfig::FLOOR fails with left 1, right 48588 (the commit message quotes it).
src/tree/mirror/streaming/tests.rs	480	Decision 56	T19	The cancellation pin asserts inputs unchanged, the node census back at its pre-session count, and a retry at the join oracle. Deviation in the control, reported: at the walk tier nothing installs, so no mutation can make the inputs change; the committed control is a leaked node handle (mem::forget on unknown.rs's wholly-unknown path), which the census assertion catches. Negative control.
src/tree/mirror/streaming/tests/capacity.rs	10	streaming-tests-11	T26	Imports: the builder, Verdict, floor_start; Fault, Faulting, Violation for the committed negative control; the direct Handshaking, StreamingRoot, and schedule imports leave with the hand-rolled probes.
src/tree/mirror/streaming/tests/capacity.rs	30	streaming-tests-11	T26	The entry claimed the boolean probes read a violation or a poll-budget overrun as "did not stall". Probe has the two outcomes the capacity laws speak of; classify holds a completion to the join oracle on both sides and panics by name on the other two. I chose an enum over the resolution's stalls/completes pair so one classifier owns every message and the any/all sites read as predicates over it.
src/tree/mirror/streaming/tests/capacity.rs	60	streaming-tests-11	T26	probe replaces both shape_stalls and underbuffered_mirror_stalls (they differed only in schedules); it computes the oracle itself so every completion is compared.
src/tree/mirror/streaming/tests/capacity.rs	158	streaming-tests-11	T26	The witness's two probes become assert_eq against Probe::Stalled and Probe::Completed; the negative site now compares roots to the oracle.
